161 606 173
161 613 167
162 603 169
163 602 169
164 599 169
160 641 161
157 641 168
169 640 153
161 629 161
161 633 160
169 630 154
162 624 160
163 637 157
162 632 158
164 621 157
162 619 161
162 617 165
169 657 150
169 643 152
168 635 154
166 651 154
167 650 153
168 650 151
170 648 151
157 636 170
164 600 168
169 620 155
162 625 159
164 597 171
165 600 167
164 632 156
156 641 170
166 595 169
170 622 152
163 609 164
163 606 160
158 625 165
164 601 167
159 622 168
160 613 172
173 613 156
171 604 161
171 607 159
170 605 161
172 603 160
162 637 158
159 635 163
155 644 169
163 628 158
159 642 162
168 590 171
166 594 171
163 600 171
164 605 165
165 597 168
163 604 168
168 630 155
165 596 170
165 599 168
176 570 205
177 569 205
175 574 203
173 578 205
170 575 205
171 574 207
169 572 208
171 572 207
170 574 207
168 580 207
173 556 217
174 553 217
172 562 215
176 562 214
175 551 217
172 560 215
168 579 205
170 621 154
172 617 154
172 603 159
171 599 164
172 601 162
168 598 165
168 607 158
168 609 157
164 616 158
160 623 164
165 622 156
166 604 163
161 622 164
162 618 163
166 601 163
167 621 156
161 623 163
166 623 155
167 609 158
165 601 166
166 596 167
165 605 163
160 622 167
160 625 163
161 619 165
159 623 167
162 609 166
163 622 159
159 633 164
162 640 157
355 30 126
159 624 166
471 87 1
470 98 21
479 70 2
477 71 1
472 83 0
474 75 1
473 74 3
473 76 1
473 73 12
474 73 9
472 76 3
472 77 2
472 77 2
471 79 2
476 72 1
475 72 1
475 72 1
476 71 2
358 25 127
358 26 122
357 27 120
160 621 168
158 592 232
157 638 169
176 593 170
175 588 174
176 587 172
174 586 176
176 583 174
174 585 178
175 583 177
174 583 180
179 579 180
178 580 180
175 582 176
175 584 176
163 597 182
163 595 178
164 596 180
167 587 181
166 590 176
167 587 181
171 589 176
169 588 179
169 583 191
168 582 185
168 585 186
170 581 182
166 589 178
167 586 178
167 589 178
169 585 182
166 589 180
178 576 182
160 626 162
162 608 168
154 619 221
158 610 219
158 601 223
158 594 227
240 402 8
243 397 2
243 396 3
249 382 6
250 377 11
251 378 6
252 374 11
251 374 11
255 373 11
256 372 11
252 383 4
241 404 1
251 383 4
243 395 5
244 394 5
243 401 0
253 382 0
253 377 5
253 376 6
252 378 5
253 375 7
255 374 5
250 380 7
251 381 5
253 381 3
254 380 0
255 379 0
254 379 2
242 404 0
252 382 4
252 382 4
239 399 18
247 386 1
242 386 17
241 391 13
243 382 23
243 386 14
244 382 14
243 383 22
245 378 14
243 387 13
245 377 15
244 378 16
247 380 11
243 389 11
245 380 12
244 389 10
245 383 11
244 386 10
246 375 12
242 390 11
242 389 12
243 390 10
248 378 10
242 396 8
242 387 15
241 395 12
243 392 7
244 384 12
240 397 13
240 398 11
240 397 11
241 396 11
241 396 10
250 384 0
249 384 0
244 386 9
245 391 0
246 385 5
248 384 1
251 369 12
244 383 13
243 385 20
243 384 21
239 401 16
250 369 12
247 370 12
241 389 18
246 384 10
240 395 22
240 403 7
242 398 5
233 444 20
233 443 22
239 411 1
240 407 1
236 427 7
236 426 7
235 431 9
234 434 13
236 429 1
238 416 1
237 424 1
238 415 2
238 415 2
236 433 2
237 424 1
236 425 9
234 439 9
235 429 9
234 437 10
236 435 0
233 446 10
233 445 16
235 427 16
237 421 3
237 422 3
238 412 4
241 406 0
240 407 0
241 405 0
238 413 8
237 415 8
237 415 8
240 405 3
240 404 4
241 400 3
242 399 2
238 422 0
240 410 0
241 403 2
243 399 1
242 401 1
235 430 7
234 445 3
235 440 1
234 440 7
235 435 6
232 452 12
235 435 6
235 432 6
234 442 5
236 428 6
239 408 3
240 406 2
239 409 2
237 426 0
239 414 0
237 420 7
239 407 7
239 407 5
236 422 11
239 405 5
235 437 5
233 449 6
235 437 4
233 452 5
234 441 4
235 445 0
234 448 2
234 449 1
233 460 3
233 462 2
234 458 0
155 623 217
235 438 2
231 479 16
231 476 18
231 474 21
231 475 19
231 474 20
232 458 7
236 418 25
233 456 4
237 407 21
237 410 19
238 400 17
236 415 30
246 389 0
237 402 9
238 409 10
238 408 11
244 396 0
230 486 19
247 387 0
244 395 1
237 413 16
245 388 2
246 386 1
155 603 230
154 613 225
156 601 229
154 611 232
155 602 229
154 612 226
158 598 225
157 597 228
157 596 233
157 600 225
157 592 237
232 454 9
156 606 225
172 594 167
173 589 172
171 592 172
156 605 227
156 603 227
154 615 222
158 602 222
155 606 224
167 585 187
163 598 177
165 592 174
158 618 217
155 620 220
155 618 220
157 604 224
157 616 219
155 618 220
157 606 223
155 608 228
156 598 233
155 609 227
156 597 231
170 583 181
158 590 238
175 580 186
176 577 188
175 578 191
172 580 188
157 611 221
156 609 222
173 585 180
176 581 180
158 591 235
157 594 234
158 593 229
164 593 182
165 589 181
166 586 186
167 584 188
166 588 180
156 622 217
158 623 216
158 610 218
159 619 215
157 613 220
158 605 220
156 612 221
155 625 216
154 621 220
154 627 219
156 621 219
177 576 188
173 588 177
535 32 72
534 36 74
537 28 74
372 75 101
371 67 104
371 65 105
370 73 104
376 80 100
371 68 103
375 71 101
373 67 103
373 68 102
366 50 106
365 48 107
532 42 74
532 41 74
534 37 67
534 37 67
531 42 76
533 38 75
535 35 68
534 38 73
534 41 71
534 41 70
532 43 72
534 38 66
533 43 71
533 41 71
534 38 66
535 37 65
533 40 71
537 46 64
537 49 63
539 45 64
533 48 70
532 58 69
531 62 70
534 55 65
533 51 68
533 51 68
535 54 64
531 58 72
532 48 71
533 58 67
532 53 70
532 48 71
530 55 66
531 55 72
363 50 107
363 51 106
370 66 105
484 70 1
538 34 69
359 24 128
357 26 127
360 30 111
359 27 114
358 28 115
358 29 112
358 34 108
356 27 127
354 29 129
356 28 121
354 31 127
355 32 123
356 30 113
358 29 113
355 28 138
354 30 128
356 29 114
476 74 0
479 71 0
488 70 0
475 75 0
477 72 0
473 79 0
537 34 70
474 76 0
474 76 0
160 614 169
160 588 216
164 587 209
165 573 210
161 597 214
157 626 172
163 585 207
161 610 169
164 591 206
162 575 215
161 591 215
162 575 215
159 588 217
167 576 209
161 578 219
162 588 209
164 569 219
168 570 209
162 574 222
165 568 211
164 573 215
165 580 208
161 577 221
161 583 216
163 574 215
160 595 215
164 577 214
163 564 221
160 587 218
164 563 221
162 579 213
165 562 217
164 571 214
165 559 221
165 560 220
160 578 228
163 568 225
