163 34 23
165 34 22
167 35 21
162 34 27
165 33 23
165 28 28
60 266 112
62 268 103
63 266 101
62 227 113
63 265 107
62 266 108
65 223 111
62 227 110
72 472 34
74 329 29
116 78 7
165 32 25
116 77 8
64 224 112
118 57 8
120 41 1
116 79 1
115 78 8
114 82 19
115 80 0
117 72 0
114 110 0
118 40 9
119 38 8
66 205 107
70 188 102
66 200 111
66 196 112
112 157 0
117 79 0
67 186 112
114 80 0
168 32 23
70 185 112
163 32 26
163 33 25
165 31 26
119 47 0
117 44 0
73 359 19
74 341 18
74 331 20
75 361 15
69 212 80
68 250 71
67 252 71
64 252 80
68 252 70
69 252 69
67 213 80
65 251 80
65 250 79
71 473 30
69 473 35
72 356 42
71 470 35
71 340 35
163 7 61
75 295 18
116 59 127
71 493 28
68 254 62
66 251 73
67 254 67
66 214 76
67 253 70
69 254 61
66 214 79
163 6 62
162 8 64
164 6 51
